"totalHistoryAmount","TECNOLOGIA-occurances","TECNOLOGIA-percentage","ESPORTE-occurances","ESPORTE-percentage","FITNESS-occurances","FITNESS-percentage","YOUTUBE-occurances","YOUTUBE-percentage","POP/ARTE-occurances","POP/ARTE-percentage","FACEBOOK-occurances","FACEBOOK-percentage","INSTAGRAM-occurances","INSTAGRAM-percentage","NOTÍCIAS-occurances","NOTÍCIAS-percentage","SÉRIES E FILMES-occurances","SÉRIES E FILMES-percentage","JOGOS-occurances","JOGOS-percentage","POLÍTICA-occurances","POLÍTICA-percentage","CARROS-occurances","CARROS-percentage","CIÊNCIA-occurances","CIÊNCIA-percentage","MODA-occurances","MODA-percentage","TV E CELEBRIDADES-occurances","TV E CELEBRIDADES-percentage","ESOTERISMO-occurances","ESOTERISMO-percentage","ECONOMIA-occurances","ECONOMIA-percentage","EDUCAÇÃO-occurances","EDUCAÇÃO-percentage","LINKEDIN-occurances","LINKEDIN-percentage","NATUREZA-occurances","NATUREZA-percentage","ALIMENTAÇÃO E SAÚDE-occurances","ALIMENTAÇÃO E SAÚDE-percentage","DECORAÇÃO-occurances","DECORAÇÃO-percentage","HUMOR-occurances","HUMOR-percentage","INTERNACIONAL-occurances","INTERNACIONAL-percentage","SEXO-occurances","SEXO-percentage","TWITTER-occurances","TWITTER-percentage","VIAGENS-occurances","VIAGENS-percentage"
22,11,50,1,4.545454545454546,0,0,3,13.636363636363637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18.181818181818183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5022,1515,30.16726403823178,37,0.7367582636399841,6,0.11947431302270012,602,11.987256073277578,81,1.6129032258064515,118,2.3496614894464356,6,0.11947431302270012,83,1.6527279968140183,387,7.706093189964157,7,0.13938669852648347,1,0.019912385503783353,58,1.1549183592194345,6,0.11947431302270012,18,0.35842293906810035,43,0.8562325766626842,7,0.13938669852648347,1,0.019912385503783353,5,0.09956192751891677,6,0.11947431302270012,3,0.05973715651135006,42,0.8363201911589009,358,7.128634010354441,5,0.09956192751891677,13,0.2588610115491836,23,0.45798486658701715,1,0.019912385503783353,10,0.19912385503783353
5023,1515,30.16125821222377,37,0.7366115867011745,6,0.11945052757316345,602,11.984869599840733,81,1.6125821222377066,118,2.349193708938881,6,0.11945052757316345,83,1.6523989647620945,387,7.704559028469043,7,0.13935894883535735,1,0.019908421262193908,58,1.1546884332072467,6,0.11945052757316345,18,0.35835158271949036,43,0.8560621142743381,7,0.13935894883535735,1,0.019908421262193908,5,0.09954210631096955,6,0.11945052757316345,3,0.059725263786581724,42,0.8361536930121442,358,7.127214811865419,5,0.09954210631096955,13,0.2588094764085208,23,0.4578936890304599,1,0.019908421262193908,10,0.1990842126219391
727,319,43.878954607977995,47,6.464924346629986,1,0.1375515818431912,27,3.7138927097661623,6,0.8253094910591472,1,0.1375515818431912,4,0.5502063273727648,20,2.751031636863824,3,0.4126547455295736,5,0.687757909215956,14,1.9257221458046767,1,0.1375515818431912,2,0.2751031636863824,4,0.5502063273727648,5,0.687757909215956,1,0.1375515818431912,1,0.1375515818431912,2,0.2751031636863824,0,0,7,0.9628610729023384,1,0.1375515818431912,0,0,0,0,0,0,0,0,0,0,1,0.1375515818431912
728,319,43.81868131868132,47,6.456043956043956,1,0.13736263736263737,27,3.708791208791209,6,0.8241758241758241,1,0.13736263736263737,4,0.5494505494505495,20,2.7472527472527473,3,0.41208791208791207,5,0.6868131868131868,14,1.9230769230769231,1,0.13736263736263737,2,0.27472527472527475,4,0.5494505494505495,5,0.6868131868131868,1,0.13736263736263737,1,0.13736263736263737,2,0.27472527472527475,0,0,7,0.9615384615384616,1,0.13736263736263737,0,0,0,0,0,0,0,0,0,0,1,0.13736263736263737
734,319,43.46049046321526,47,6.4032697547683926,1,0.1362397820163488,27,3.678474114441417,6,0.8174386920980926,1,0.1362397820163488,4,0.5449591280653951,20,2.7247956403269753,3,0.4087193460490463,5,0.6811989100817438,14,1.9073569482288828,1,0.1362397820163488,2,0.2724795640326976,4,0.5449591280653951,5,0.6811989100817438,1,0.1362397820163488,1,0.1362397820163488,2,0.2724795640326976,0,0,7,0.9536784741144414,1,0.1362397820163488,0,0,0,0,0,0,0,0,0,0,1,0.1362397820163488
1334,463,34.707646176911545,68,5.097451274362818,0,0,15,1.1244377811094453,13,0.974512743628186,62,4.6476761619190405,3,0.22488755622188905,253,18.96551724137931,12,0.8995502248875562,14,1.0494752623688155,20,1.4992503748125936,1,0.07496251874062969,2,0.14992503748125938,16,1.199400299850075,4,0.29985007496251875,3,0.22488755622188905,0,0,16,1.199400299850075,8,0.5997001499250375,0,0,1,0.07496251874062969,4,0.29985007496251875,0,0,0,0,2,0.14992503748125938,10,0.7496251874062968,4,0.29985007496251875
38,24,63.1578947368421,2,5.2631578947368425,0,0,3,7.894736842105263,0,0,0,0,0,0,0,0,0,0,1,2.6315789473684212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10.526315789473685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
952,435,45.69327731092437,57,5.987394957983193,37,3.8865546218487395,44,4.621848739495798,27,2.8361344537815127,18,1.8907563025210083,18,1.8907563025210083,14,1.4705882352941178,13,1.365546218487395,8,0.8403361344537815,5,0.5252100840336135,5,0.5252100840336135,4,0.42016806722689076,4,0.42016806722689076,4,0.42016806722689076,2,0.21008403361344538,1,0.10504201680672269,1,0.10504201680672269,1,0.10504201680672269,1,0.10504201680672269,0,0,0,0,0,0,0,0,0,0,0,0,0,0
768,351,45.703125,48,6.25,1,0.13020833333333334,27,3.515625,6,0.78125,1,0.13020833333333334,4,0.5208333333333334,20,2.6041666666666665,3,0.390625,5,0.6510416666666666,14,1.8229166666666667,1,0.13020833333333334,2,0.2604166666666667,4,0.5208333333333334,5,0.6510416666666666,1,0.13020833333333334,1,0.13020833333333334,2,0.2604166666666667,0,0,7,0.9114583333333334,1,0.13020833333333334,0,0,0,0,0,0,0,0,0,0,1,0.13020833333333334
1407,526,37.38450604122246,71,5.046197583511017,0,0,15,1.0660980810234542,14,0.9950248756218906,64,4.548685145700071,3,0.21321961620469082,253,17.981520966595593,12,0.8528784648187633,14,0.9950248756218906,20,1.4214641080312722,1,0.07107320540156362,2,0.14214641080312723,16,1.1371712864250179,4,0.28429282160625446,3,0.21321961620469082,0,0,16,1.1371712864250179,8,0.5685856432125089,0,0,1,0.07107320540156362,4,0.28429282160625446,0,0,0,0,2,0.14214641080312723,11,0.7818052594171997,4,0.28429282160625446
982,463,47.14867617107943,58,5.906313645621181,37,3.7678207739307537,44,4.480651731160896,27,2.74949083503055,18,1.8329938900203666,18,1.8329938900203666,14,1.4256619144602851,13,1.3238289205702647,8,0.814663951120163,5,0.5091649694501018,5,0.5091649694501018,4,0.4073319755600815,4,0.4073319755600815,4,0.4073319755600815,2,0.20366598778004075,1,0.10183299389002037,1,0.10183299389002037,1,0.10183299389002037,1,0.10183299389002037,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,24,58.53658536585366,2,4.878048780487805,0,0,3,7.317073170731708,0,0,0,0,0,0,0,0,0,0,1,2.4390243902439024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14.634146341463415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
794,364,45.84382871536524,48,6.045340050377834,1,0.12594458438287154,27,3.4005037783375314,7,0.8816120906801007,1,0.12594458438287154,11,1.385390428211587,20,2.5188916876574305,3,0.3778337531486146,5,0.6297229219143576,14,1.7632241813602014,1,0.12594458438287154,2,0.2518891687657431,4,0.5037783375314862,5,0.6297229219143576,1,0.12594458438287154,1,0.12594458438287154,2,0.2518891687657431,0,0,7,0.8816120906801007,1,0.12594458438287154,0,0,0,0,0,0,0,0,0,0,1,0.12594458438287154
1413,529,37.43807501769285,72,5.095541401273885,0,0,15,1.0615711252653928,14,0.9907997169143666,64,4.529370134465676,3,0.21231422505307856,253,17.905166312809627,12,0.8492569002123143,14,0.9907997169143666,20,1.4154281670205238,1,0.07077140835102619,2,0.14154281670205238,16,1.132342533616419,4,0.28308563340410475,3,0.21231422505307856,0,0,16,1.132342533616419,8,0.5661712668082095,0,0,1,0.07077140835102619,4,0.28308563340410475,0,0,0,0,2,0.14154281670205238,11,0.778485491861288,4,0.28308563340410475
1002,468,46.706586826347305,58,5.788423153692615,37,3.6926147704590817,44,4.391217564870259,27,2.694610778443114,18,1.7964071856287425,18,1.7964071856287425,14,1.3972055888223553,13,1.2974051896207586,8,0.7984031936127745,5,0.499001996007984,5,0.499001996007984,4,0.3992015968063872,4,0.3992015968063872,4,0.3992015968063872,2,0.1996007984031936,1,0.0998003992015968,1,0.0998003992015968,1,0.0998003992015968,1,0.0998003992015968,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5058,1518,30.011862396204034,38,0.7512850929221035,6,0.11862396204033215,602,11.901937524713325,82,1.6211941478845393,122,2.4120205614867536,6,0.11862396204033215,87,1.7200474495848161,392,7.7500988533017,8,0.15816528272044286,1,0.019770660340055358,58,1.1466982997232107,6,0.11862396204033215,19,0.3756425464610518,43,0.8501383946223804,7,0.1383946223803875,1,0.019770660340055358,7,0.1383946223803875,6,0.11862396204033215,3,0.05931198102016608,41,0.8105970739422697,361,7.137208382759984,5,0.09885330170027679,13,0.2570185844207197,23,0.45472518782127325,1,0.019770660340055358,10,0.19770660340055357
5063,1518,29.98222397787873,38,0.7505431562314833,6,0.11850681414181316,602,11.89018368556192,82,1.6195931266047798,122,2.4096385542168677,6,0.11850681414181316,87,1.7183488050562907,392,7.74244519059846,8,0.15800908552241755,1,0.019751135690302193,58,1.145565870037527,6,0.11850681414181316,19,0.37527157811574163,43,0.8492988346829943,7,0.13825794983211534,1,0.019751135690302193,7,0.13825794983211534,6,0.11850681414181316,3,0.05925340707090658,41,0.8097965633023899,361,7.130159984199091,5,0.09875567845151097,13,0.2567647639739285,23,0.4542761208769504,1,0.019751135690302193,10,0.19751135690302193
5077,1521,29.95863699034863,40,0.7878668505022651,6,0.11818002757533977,602,11.85739610005909,82,1.6151270435296434,122,2.4029938940319084,6,0.11818002757533977,87,1.7136103998424266,392,7.721095134922198,8,0.15757337010045303,1,0.019696671262556628,58,1.1424069332282845,6,0.11818002757533977,19,0.3742367539885759,43,0.846956864289935,7,0.13787669883789638,1,0.019696671262556628,7,0.13787669883789638,6,0.11818002757533977,3,0.059090013787669884,41,0.8075635217648217,361,7.110498325782943,5,0.09848335631278314,13,0.2560567264132362,23,0.45302343903880243,1,0.019696671262556628,10,0.19696671262556628
662,270,40.78549848942598,20,3.0211480362537766,0,0,1,0.1510574018126888,7,1.0574018126888218,26,3.9274924471299095,64,9.667673716012084,3,0.45317220543806647,1,0.1510574018126888,0,0,0,0,5,0.7552870090634441,0,0,0,0,2,0.3021148036253776,1,0.1510574018126888,0,0,2,0.3021148036253776,0,0,1,0.1510574018126888,0,0,15,2.2658610271903323,0,0,0,0,27,4.078549848942598,0,0,0,0
5109,1533,30.005871990604817,40,0.7829320806420043,6,0.11743981209630065,602,11.783127813662166,82,1.6050107653161088,122,2.387942845958113,6,0.11743981209630065,91,1.7811704834605597,395,7.731454296339792,8,0.15658641612840085,1,0.019573302016050106,58,1.1352515169309063,6,0.11743981209630065,20,0.39146604032100213,43,0.8416519866901546,7,0.13701311411235076,1,0.019573302016050106,7,0.13701311411235076,6,0.11743981209630065,3,0.058719906048150326,41,0.8025053826580544,361,7.065962027794089,5,0.09786651008025053,13,0.2544529262086514,23,0.4501859463691525,1,0.019573302016050106,10,0.19573302016050106
1487,584,39.273705447209146,82,5.514458641560188,0,0,18,1.21049092131809,16,1.0759919300605245,64,4.303967720242098,3,0.20174848688634836,254,17.081371889710827,12,0.8069939475453934,14,0.9414929388029589,20,1.3449899125756557,1,0.06724949562878278,2,0.13449899125756556,16,1.0759919300605245,4,0.26899798251513113,3,0.20174848688634836,0,0,16,1.0759919300605245,8,0.5379959650302623,0,0,1,0.06724949562878278,4,0.26899798251513113,0,0,0,0,2,0.13449899125756556,11,0.7397444519166106,5,0.3362474781439139
1012,476,47.03557312252964,59,5.830039525691699,37,3.656126482213439,44,4.3478260869565215,27,2.6679841897233203,18,1.7786561264822134,18,1.7786561264822134,14,1.383399209486166,13,1.284584980237154,8,0.7905138339920948,5,0.49407114624505927,5,0.49407114624505927,4,0.3952569169960474,4,0.3952569169960474,4,0.3952569169960474,2,0.1976284584980237,1,0.09881422924901186,1,0.09881422924901186,1,0.09881422924901186,1,0.09881422924901186,0,0,0,0,0,0,0,0,0,0,0,0,0,0
824,379,45.99514563106796,51,6.189320388349515,1,0.12135922330097088,27,3.2766990291262137,15,1.8203883495145632,1,0.12135922330097088,11,1.3349514563106797,20,2.4271844660194173,3,0.3640776699029126,5,0.6067961165048543,14,1.6990291262135921,1,0.12135922330097088,2,0.24271844660194175,4,0.4854368932038835,7,0.8495145631067961,1,0.12135922330097088,1,0.12135922330097088,2,0.24271844660194175,0,0,7,0.8495145631067961,1,0.12135922330097088,0,0,0,0,0,0,0,0,0,0,1,0.12135922330097088
1013,476,46.98914116485686,59,5.824284304047384,37,3.652517275419546,44,4.343534057255677,27,2.665350444225074,18,1.7769002961500493,18,1.7769002961500493,14,1.3820335636722607,13,1.2833168805528135,8,0.7897334649555775,5,0.49358341559723595,5,0.49358341559723595,4,0.39486673247778875,4,0.39486673247778875,4,0.39486673247778875,2,0.19743336623889438,1,0.09871668311944719,1,0.09871668311944719,1,0.09871668311944719,1,0.09871668311944719,0,0,0,0,0,0,0,0,0,0,0,0,0,0
850,393,46.23529411764706,52,6.117647058823529,1,0.11764705882352941,27,3.176470588235294,15,1.7647058823529411,1,0.11764705882352941,11,1.2941176470588236,21,2.4705882352941178,3,0.35294117647058826,5,0.5882352941176471,15,1.7647058823529411,1,0.11764705882352941,2,0.23529411764705882,4,0.47058823529411764,7,0.8235294117647058,1,0.11764705882352941,1,0.11764705882352941,2,0.23529411764705882,0,0,7,0.8235294117647058,1,0.11764705882352941,0,0,0,0,0,0,0,0,0,0,1,0.11764705882352941
1430,533,37.27272727272727,13,0.9090909090909091,2,0.13986013986013987,8,0.5594405594405595,6,0.4195804195804196,20,1.3986013986013985,5,0.34965034965034963,20,1.3986013986013985,1,0.06993006993006994,2,0.13986013986013987,2,0.13986013986013987,2,0.13986013986013987,12,0.8391608391608392,2,0.13986013986013987,15,1.048951048951049,7,0.48951048951048953,3,0.2097902097902098,43,3.006993006993007,113,7.9020979020979025,0,0,0,0,11,0.7692307692307693,0,0,0,0,12,0.8391608391608392,14,0.9790209790209791,45,3.1468531468531467
1437,536,37.299930410577595,13,0.9046624913013221,2,0.13917884481558804,8,0.5567153792623522,6,0.4175365344467641,20,1.3917884481558802,5,0.34794711203897005,20,1.3917884481558802,1,0.06958942240779402,2,0.13917884481558804,2,0.13917884481558804,3,0.20876826722338204,12,0.8350730688935282,2,0.13917884481558804,15,1.0438413361169103,7,0.4871259568545581,3,0.20876826722338204,43,2.9923451635351426,113,7.863604732080724,0,0,0,0,11,0.7654836464857342,0,0,0,0,12,0.8350730688935282,14,0.9742519137091162,45,3.1315240083507305
1537,622,40.46844502277163,84,5.465191932335719,1,0.06506180871828236,20,1.3012361743656473,16,1.0409889394925178,64,4.163955757970071,3,0.1951854261548471,255,16.590761223162005,12,0.7807417046193884,14,0.9108653220559532,20,1.3012361743656473,1,0.06506180871828236,2,0.13012361743656473,16,1.0409889394925178,4,0.26024723487312945,3,0.1951854261548471,0,0,16,1.0409889394925178,8,0.5204944697462589,0,0,1,0.06506180871828236,4,0.26024723487312945,0,0,0,0,2,0.13012361743656473,11,0.715679895901106,5,0.32530904359141183
5127,1533,29.900526623756583,40,0.7801833430856251,6,0.11702750146284377,602,11.741759313438658,82,1.5993758533255316,122,2.3795591964111567,6,0.11702750146284377,95,1.8529354398283597,407,7.938365515896235,8,0.15603666861712503,1,0.01950458357714063,58,1.1312658474741564,6,0.11702750146284377,20,0.39009167154281255,43,0.838697093817047,7,0.1365320850399844,1,0.01950458357714063,7,0.1365320850399844,6,0.11702750146284377,3,0.058513750731421885,41,0.7996879266627658,361,7.041154671347766,5,0.09752291788570314,13,0.25355958650282817,23,0.44860542227423444,1,0.01950458357714063,10,0.19504583577140627
5128,1533,29.894695787831512,40,0.7800312012480499,6,0.11700468018720749,602,11.739469578783151,82,1.5990639625585024,122,2.3790951638065523,6,0.11700468018720749,95,1.8525741029641185,407,7.936817472698908,8,0.15600624024961,1,0.01950078003120125,58,1.1310452418096724,6,0.11700468018720749,20,0.39001560062402496,43,0.8385335413416537,7,0.13650546021840873,1,0.01950078003120125,7,0.13650546021840873,6,0.11700468018720749,3,0.05850234009360374,41,0.7995319812792512,361,7.03978159126365,5,0.09750390015600624,13,0.2535101404056162,23,0.4485179407176287,1,0.01950078003120125,10,0.19500780031201248
5130,1533,29.883040935672515,40,0.7797270955165692,6,0.11695906432748537,602,11.734892787524366,82,1.5984405458089668,122,2.378167641325536,6,0.11695906432748537,95,1.8518518518518519,407,7.9337231968810915,8,0.15594541910331383,1,0.01949317738791423,58,1.1306042884990253,6,0.11695906432748537,20,0.3898635477582846,43,0.8382066276803118,7,0.1364522417153996,1,0.01949317738791423,7,0.1364522417153996,6,0.11695906432748537,3,0.05847953216374269,41,0.7992202729044834,361,7.037037037037037,5,0.09746588693957114,13,0.253411306042885,23,0.44834307992202727,1,0.01949317738791423,10,0.1949317738791423
864,395,45.717592592592595,53,6.1342592592592595,1,0.11574074074074074,34,3.935185185185185,15,1.7361111111111112,1,0.11574074074074074,11,1.2731481481481481,22,2.5462962962962963,3,0.3472222222222222,5,0.5787037037037037,15,1.7361111111111112,1,0.11574074074074074,2,0.23148148148148148,4,0.46296296296296297,7,0.8101851851851852,1,0.11574074074074074,1,0.11574074074074074,2,0.23148148148148148,0,0,7,0.8101851851851852,1,0.11574074074074074,0,0,0,0,0,0,0,0,0,0,1,0.11574074074074074
5144,1533,29.801710730948678,40,0.7776049766718507,6,0.1166407465007776,602,11.702954898911353,82,1.594090202177294,122,2.3716951788491447,6,0.1166407465007776,103,2.0023328149300155,407,7.912130637636081,8,0.15552099533437014,1,0.019440124416796267,58,1.1275272161741836,6,0.1166407465007776,20,0.38880248833592534,43,0.8359253499222395,7,0.13608087091757387,1,0.019440124416796267,7,0.13608087091757387,6,0.1166407465007776,3,0.0583203732503888,42,0.8164852255054432,361,7.017884914463453,5,0.09720062208398134,13,0.2527216174183515,23,0.44712286158631415,1,0.019440124416796267,10,0.19440124416796267
5148,1535,29.817404817404817,40,0.777000777000777,6,0.11655011655011654,602,11.693861693861693,82,1.592851592851593,122,2.36985236985237,6,0.11655011655011654,103,2.000777000777001,407,7.905982905982906,8,0.1554001554001554,1,0.019425019425019424,58,1.1266511266511265,6,0.11655011655011654,20,0.3885003885003885,43,0.8352758352758353,7,0.13597513597513597,1,0.019425019425019424,7,0.13597513597513597,6,0.11655011655011654,3,0.05827505827505827,42,0.8158508158508159,361,7.012432012432012,5,0.09712509712509712,13,0.25252525252525254,23,0.4467754467754468,1,0.019425019425019424,10,0.19425019425019424
5151,1536,29.819452533488644,40,0.7765482430596001,6,0.11648223645894001,602,11.68705105804698,82,1.5919238982721802,122,2.36847214133178,6,0.11648223645894001,103,1.9996117258784702,407,7.901378373131431,8,0.15530964861192,1,0.01941370607649,58,1.1259949524364201,6,0.11648223645894001,20,0.38827412152980006,43,0.8347893612890701,7,0.13589594253543003,1,0.01941370607649,7,0.13589594253543003,6,0.11648223645894001,3,0.05824111822947001,42,0.81537565521258,361,7.008347893612891,5,0.09706853038245002,13,0.25237817899437004,23,0.44651523975927004,1,0.01941370607649,10,0.19413706076490003
1014,476,46.942800788954635,59,5.818540433925049,37,3.648915187376726,44,4.339250493096647,27,2.662721893491124,18,1.7751479289940828,18,1.7751479289940828,14,1.3806706114398422,13,1.2820512820512822,8,0.7889546351084813,5,0.4930966469428008,5,0.4930966469428008,4,0.39447731755424065,4,0.39447731755424065,4,0.39447731755424065,2,0.19723865877712032,1,0.09861932938856016,1,0.09861932938856016,1,0.09861932938856016,1,0.09861932938856016,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5154,1537,29.821497865735353,40,0.7760962359332557,6,0.11641443538998836,602,11.680248350795498,82,1.5909972836631743,122,2.36709351959643,6,0.11641443538998836,103,1.9984478075281336,407,7.896779200620877,8,0.15521924718665114,1,0.019402405898331393,58,1.1253395421032208,6,0.11641443538998836,20,0.38804811796662786,43,0.8343034536282499,7,0.13581684128831975,1,0.019402405898331393,7,0.13581684128831975,6,0.11641443538998836,3,0.05820721769499418,42,0.8149010477299186,361,7.004268529297633,5,0.09701202949165696,13,0.25223127667830814,23,0.44625533566162207,1,0.019402405898331393,10,0.19402405898331393
